loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_util,total_acc,open_acc,pub_rec,mort_acc,inq_last_6mths,revol_bal,total_pymnt,out_prncp,loan_to_income,monthly_payment_est,high_dti_flag,high_int_flag,annual_inc_log,loan_amnt_log,true_label,credit_score,fraud_score,unified_score,risk_tier
10.305647,60.0,14.47,2,10.0,0,11.127277,1,2,21.51,66.2,22.0,15.0,0.0,5.0,0.0,24501.0,31301.76,0.0,0.9261607,0.024446346,0.0,0.0,2.4954572,2.4253023,0,0.00021152584,0.034120198569922426,0.013774994931611493,LOW
10.463132,60.0,15.02,2,10.0,3,11.264477,1,3,9.78,68.7,14.0,4.0,0.0,0.0,0.0,26863.0,36837.586,0.0,0.9288609,0.025763318,0.0,0.0,2.506707,2.439136,0,0.0074883206,0.03259681391113683,0.01753171809968823,LOW
8.2943,36.0,19.92,3,4.0,1,10.731188,1,8,23.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77291536,0.044654716,0.0,1.0,2.462251,2.2294014,1,0.9999597,0.08112859010566462,0.632427260398345,HIGH
10.308986,36.0,19.92,3,5.0,3,11.002116,1,3,1.56,7.4,11.0,10.0,0.0,0.0,0.0,1130.0,32094.434,0.0,0.9370003,0.055501353,0.0,1.0,2.485083,2.4255977,0,0.0009869213,0.07570453355749304,0.03087396618568964,LOW
10.463132,60.0,13.56,2,2.0,0,11.461642,1,2,23.6,38.7,46.0,23.0,0.0,6.0,1.0,29966.0,35629.7,0.0,0.9128824,0.023259027,0.0,0.0,2.5226552,2.439136,0,0.000343183,0.05452407516769795,0.022015539871287387,LOW
9.903538,60.0,20.89,3,10.0,3,11.238502,2,3,16.0,57.1,29.0,11.0,0.0,2.0,0.0,13308.0,21639.074,0.0,0.8812151,0.033915557,0.0,1.0,2.504587,2.3890872,0,5.2979558e-05,0.05596062298502707,0.02241603692878058,LOW
8.853808,36.0,18.94,3,6.0,3,10.373523,2,2,43.25,73.5,33.0,14.0,0.0,0.0,0.0,25211.0,7396.0513,0.0,0.85350066,0.045321926,1.0,1.0,2.431288,2.287858,0,0.00040189538,0.08113472246494684,0.03269502622664284,LOW
9.546884,60.0,28.72,5,6.0,1,11.268379,2,3,27.34,54.4,50.0,29.0,0.0,0.0,0.0,17621.0,15388.845,0.0,0.84722775,0.044948608,0.0,1.0,2.5070252,2.3558304,0,7.6608456e-05,0.11018670850428171,0.04412064847813687,LOW
10.59666,60.0,7.84,0,2.0,0,11.982935,1,3,10.28,30.8,36.0,18.0,0.0,6.0,0.0,34965.0,1598.58,0.0,0.8843125,0.013619314,0.0,0.0,2.5636358,2.4507172,1,0.9999796,0.10742818384398435,0.6429590784272727,HIGH
8.76421,36.0,11.06,1,10.0,1,10.463132,1,9,12.35,11.1,12.0,11.0,0.0,1.0,0.0,3610.0,6457.023,0.0,0.8376277,0.02619788,0.0,0.0,2.439136,2.2787237,0,0.0020089028,0.0880108406764583,0.03640967804462229,LOW
10.59666,60.0,14.47,2,7.0,0,11.225257,2,3,25.47,54.3,14.0,7.0,0.0,1.0,0.0,16563.0,40020.9,0.0,0.94400156,0.025136666,0.0,0.0,2.503504,2.4507172,0,0.0019012459,0.03744959674173429,0.016120586265263793,LOW
10.463132,60.0,18.94,3,10.0,0,10.645449,0,4,26.91,26.6,41.0,23.0,0.0,2.0,1.0,27395.0,36044.184,0.0,0.98287374,0.032487165,0.0,1.0,2.4549155,2.439136,0,0.0021799381,0.11972899854016043,0.049199562344031486,LOW
9.546884,36.0,10.47,1,6.0,1,10.308986,0,3,33.64,20.6,28.0,11.0,0.0,0.0,0.0,8078.0,14205.433,0.0,0.926074,0.027015101,1.0,0.0,2.4255977,2.3558304,0,6.222026e-05,0.025966156609828484,0.010423794800284325,LOW
7.5632005,36.0,22.35,3,10.0,3,11.082158,2,7,22.51,36.9,39.0,20.0,0.0,3.0,3.0,6275.0,0.0,0.0,0.6824664,0.04568582,0.0,1.0,2.4917297,2.147474,1,0.9997805,0.11323680000292084,0.6451630175780726,HIGH
10.491302,60.0,11.06,1,7.0,0,11.805602,1,2,13.71,9.7,56.0,24.0,0.0,1.0,2.0,45829.0,36763.727,0.0,0.88867146,0.019021934,0.0,0.0,2.549883,2.4415903,0,0.0018931509,0.04091110925169532,0.017500334305606265,LOW
9.169622,36.0,15.02,2,10.0,0,11.571204,1,4,17.5,71.4,25.0,11.0,0.0,6.0,0.0,35329.0,10074.738,0.0,0.7924519,0.03722371,0.0,0.0,2.5314088,2.319405,0,0.00018917912,0.02083100639093036,0.008445910034462613,LOW
10.59666,60.0,16.14,2,10.0,1,10.950824,2,4,10.0,27.4,14.0,5.0,1.0,3.0,0.0,4443.0,42183.285,0.0,0.96765864,0.02803772,0.0,0.0,2.4808002,2.4507172,0,0.0006470374,0.11652025641436928,0.04699632502126044,LOW
10.463132,36.0,13.56,2,10.0,0,11.918397,0,3,15.82,48.6,37.0,10.0,0.0,9.0,1.0,9094.0,35459.32,0.0,0.87789756,0.038345963,0.0,0.0,2.5586524,2.439136,0,4.714878e-05,0.1523226197442753,0.06095733716652205,LOW
10.275085,60.0,18.94,3,7.0,3,11.350418,1,3,22.53,82.9,17.0,14.0,0.0,0.0,0.0,32087.0,0.0,0.0,0.9052605,0.031903297,0.0,1.0,2.51369,2.4225955,1,0.99999726,0.09818497131496695,0.6392723434377909,HIGH
8.987322,36.0,19.92,3,5.0,0,11.407576,2,3,22.37,70.7,25.0,13.0,1.0,4.0,0.0,25256.0,0.0,0.0,0.787838,0.0483858,0.0,1.0,2.5183072,2.3013165,1,0.9999802,0.10466591252861307,0.6418545275289929,HIGH
9.392745,60.0,27.27,4,5.0,0,11.082158,1,6,19.81,0.0,33.0,9.0,0.0,3.0,0.0,0.0,12181.8,0.0,0.84755564,0.04199019,0.0,1.0,2.4917297,2.341108,0,0.00030212107,0.08565286642506277,0.0344424192250521,LOW
9.392745,36.0,15.02,2,5.0,1,12.013707,0,8,7.78,25.4,29.0,12.0,0.0,1.0,0.0,11975.0,12716.163,0.0,0.78183573,0.038129468,0.0,0.0,2.566003,2.341108,0,0.00041398822,0.071846729288784,0.028987084672077803,LOW
9.047939,36.0,7.21,0,10.0,0,11.429555,0,2,9.46,47.1,18.0,11.0,0.0,2.0,0.0,17425.0,8718.661,0.0,0.7916266,0.017631255,0.0,0.0,2.520077,2.3073676,0,1.550595e-05,0.014152515899202807,0.005670309930231524,LOW
9.615872,36.0,13.56,2,2.0,0,10.933125,2,3,18.56,17.8,20.0,12.0,0.0,1.0,1.0,3020.0,15158.2,0.0,0.87951726,0.035240874,0.0,0.0,2.4793181,2.3623502,0,0.000100769816,0.05258370904283857,0.021093945507960968,LOW
10.59666,60.0,14.47,2,2.0,0,11.744045,1,3,21.22,52.9,34.0,16.0,0.0,4.0,0.0,22707.0,40577.32,0.0,0.90230066,0.025136666,0.0,0.0,2.5450642,2.4507172,0,5.7522597e-05,0.043951963857052856,0.017615299102333705,LOW
9.210441,36.0,11.06,1,2.0,0,11.350054,0,2,12.33,97.0,11.0,8.0,0.0,3.0,1.0,10862.0,10323.744,0.0,0.8114887,0.027531749,0.0,0.0,2.5136604,2.3234107,0,0.000113110276,0.06071378708044467,0.024353380999406073,LOW
8.881975,36.0,7.21,0,1.0,0,10.59666,0,4,17.64,21.4,17.0,6.0,1.0,3.0,1.0,5735.0,7365.0664,0.0,0.8381863,0.01730785,0.0,0.0,2.4507172,2.2907124,0,3.862009e-05,0.0909560859753234,0.036405606447028414,LOW
9.952325,60.0,22.35,3,10.0,0,11.002116,1,3,22.86,21.3,13.0,11.0,0.0,2.0,1.0,6231.0,21662.15,0.0,0.9045828,0.03646467,0.0,1.0,2.485083,2.3935518,0,0.00023091587,0.04419739248682967,0.017817506521768826,LOW
8.2943,36.0,10.47,1,3.0,3,10.859018,1,3,24.26,18.3,11.0,7.0,0.0,0.0,1.0,4347.0,4154.342,0.0,0.7638167,0.023470625,0.0,0.0,2.4730885,2.2294014,0,0.0001540142,0.028109949095860568,0.01133638816357785,LOW
9.867912,60.0,13.56,2,3.0,0,10.896758,0,2,22.31,36.0,13.0,9.0,0.0,2.0,0.0,6416.0,19661.861,0.0,0.9055824,0.021935884,0.0,0.0,2.476266,2.3858147,0,2.0518899e-05,0.03408083751365393,0.013644646345021827,LOW
9.615872,60.0,24.37,4,10.0,1,11.002116,2,4,6.04,31.5,7.0,6.0,0.0,0.0,1.0,6679.0,0.0,0.0,0.87400204,0.038416196,0.0,1.0,2.485083,2.3623502,1,0.99999285,0.0862758152762715,0.6345060584179427,HIGH
10.085851,36.0,6.67,0,4.0,3,11.338584,0,3,27.54,3.3,48.0,23.0,0.0,0.0,1.0,10304.0,24490.576,0.0,0.8895159,0.01818179,0.0,0.0,2.5127313,2.4056697,0,7.160498e-05,0.055504387779825956,0.022244718102777103,LOW
10.59666,60.0,10.08,1,6.0,0,11.918397,0,3,6.6,46.5,23.0,10.0,1.0,4.0,0.0,8786.0,40830.742,0.0,0.8891011,0.017510546,0.0,0.0,2.5586524,2.4507172,0,1.1466437e-05,0.09070022173205099,0.03628696855548751,LOW
7.8244457,36.0,6.11,0,3.0,1,10.968216,0,2,3.41,43.2,12.0,8.0,0.0,0.0,0.0,3199.0,2543.7078,0.0,0.71337456,0.01292091,0.0,0.0,2.4822545,2.1775258,0,6.8997164e-05,0.036794711220169654,0.014759282787867629,LOW
10.308986,60.0,16.91,2,3.0,0,11.082158,1,3,15.23,42.8,33.0,12.0,0.0,1.0,0.0,14853.0,30018.322,0.0,0.9302327,0.02857786,0.0,0.0,2.4917297,2.4255977,0,0.002022164,0.032634416830333315,0.014267065144173204,LOW
8.703838,36.0,14.47,2,10.0,0,11.040551,0,3,36.4,59.0,38.0,22.0,0.0,1.0,1.0,6966.0,6228.4824,0.0,0.78835183,0.034039065,1.0,0.0,2.4882803,2.2725215,0,0.00011750412,0.04188855103935991,0.01682592288797047,LOW
10.463132,60.0,17.97,3,10.0,3,11.350418,1,3,29.37,60.2,21.0,18.0,0.0,0.0,1.0,23116.0,37028.52,0.0,0.92182785,0.030823357,0.0,0.0,2.51369,2.439136,0,0.0008825441,0.08917144028024673,0.036198102612130044,LOW
9.210441,36.0,7.84,0,10.0,3,11.184435,1,3,7.53,0.0,10.0,7.0,0.0,0.0,0.0,0.0,10286.012,0.0,0.82350516,0.019516176,0.0,0.0,2.5001593,2.3234107,0,2.162019e-05,0.034323016647882634,0.013742178773898989,LOW
7.9105906,36.0,20.89,3,3.0,3,11.695255,2,0,5.88,24.5,13.0,6.0,0.0,0.0,2.0,2622.0,2758.2014,0.0,0.67639315,0.044662766,0.0,1.0,2.5412283,2.1872406,0,0.00053289,0.13879378484661403,0.05583724792155136,LOW
9.392745,36.0,10.08,1,3.0,0,11.082158,0,3,28.4,23.9,24.0,13.0,0.0,2.0,2.0,7157.0,12246.525,0.0,0.84755564,0.025588885,0.0,0.0,2.4917297,2.341108,0,7.495522e-05,0.05623000860680965,0.022536976576932564,LOW
9.7981825,36.0,7.84,0,10.0,0,11.225257,1,3,13.65,58.9,25.0,13.0,0.0,2.0,0.0,109645.0,18004.803,0.0,0.8728694,0.020761555,0.0,0.0,2.503504,2.3793778,0,3.6687896e-05,0.034798501435031305,0.013941413312567145,LOW
10.126671,60.0,10.47,1,10.0,0,11.532738,0,3,17.48,23.8,31.0,14.0,0.0,1.0,0.0,14355.0,25596.041,0.0,0.8780804,0.017381351,0.0,0.0,2.5283442,2.409345,0,3.3494038e-05,0.028355195238329373,0.01136217451945479,LOW
10.239996,36.0,8.46,0,10.0,1,11.097425,2,3,33.0,4.1,34.0,6.0,0.0,4.0,1.0,885.0,28757.84,0.0,0.92273617,0.023413612,1.0,0.0,2.4929926,2.4194784,0,4.0524646e-05,0.08244393476849826,0.033001888697097415,LOW
9.615872,60.0,26.31,4,5.0,0,11.385103,1,3,23.51,82.8,25.0,12.0,0.0,1.0,1.0,28650.0,15990.578,0.0,0.8446012,0.04147436,0.0,1.0,2.5164945,2.3623502,0,0.00064481294,0.03764804633507003,0.01544610631697983,LOW
9.210441,36.0,16.14,2,1.0,0,11.002116,2,3,23.06,45.4,21.0,9.0,0.0,0.0,0.0,2589.0,10489.778,0.0,0.8371517,0.040177435,0.0,0.0,2.485083,2.3234107,0,4.311573e-05,0.056392109768405925,0.022582713347285926,LOW
9.259226,36.0,13.56,2,7.0,3,11.385103,0,2,17.01,48.0,13.0,10.0,0.0,0.0,1.0,6917.0,10861.52,0.0,0.8132755,0.03393381,0.0,0.0,2.5164945,2.3281775,0,0.00030373404,0.020912365452829346,0.008547186611280988,LOW
10.59666,60.0,13.56,2,2.0,0,11.289794,1,2,34.82,79.4,22.0,13.0,0.0,2.0,0.0,30023.0,40030.137,0.0,0.9386052,0.023555854,1.0,0.0,2.5087693,2.4507172,0,0.0012300683,0.04430428310838167,0.01845975425310661,LOW
9.615872,36.0,17.97,3,10.0,3,10.463132,0,3,29.9,80.1,14.0,6.0,0.0,0.0,0.0,7207.0,15935.492,0.0,0.9190243,0.046701953,0.0,0.0,2.439136,2.3623502,0,2.766841e-05,0.06820287922532907,0.027297752736940857,LOW
9.488048,60.0,28.72,5,3.0,0,11.373675,2,4,22.28,42.5,38.0,17.0,0.0,3.0,0.0,11089.0,14057.848,0.0,0.8342113,0.044671595,0.0,1.0,2.515571,2.3502364,0,3.8105252e-05,0.07129857691816897,0.02854229391974816,LOW
10.463132,36.0,6.11,0,10.0,0,11.695255,1,3,24.82,11.1,45.0,17.0,0.0,2.0,0.0,10393.0,35218.133,0.0,0.8946476,0.017278306,0.0,0.0,2.5412283,2.439136,0,8.6124965e-06,0.03232623682216602,0.012935662226741343,LOW
8.853808,36.0,6.67,0,3.0,0,10.839601,1,3,25.27,0.0,33.0,20.0,0.0,0.0,0.0,0.0,7155.033,0.0,0.8168021,0.015960785,0.0,0.0,2.4714499,2.287858,0,2.1688358e-05,0.04452903959585769,0.017824628853975243,LOW
8.0067005,36.0,19.92,3,10.0,3,10.878066,1,3,30.16,5.2,25.0,19.0,0.0,0.0,0.0,2188.0,3187.4229,0.0,0.73604083,0.043106347,1.0,1.0,2.4746935,2.1979687,0,0.00010995025,0.10842003079061188,0.04343398247078211,LOW
9.433564,60.0,11.06,1,5.0,3,10.584082,2,2,26.25,75.1,13.0,10.0,1.0,0.0,2.0,12988.0,12818.618,0.0,0.8912974,0.017104134,0.0,0.0,2.449632,2.345028,0,0.00024538633,0.14008203921123302,0.05618004748078394,LOW
9.488048,36.0,12.73,1,2.0,0,11.218568,1,3,16.91,80.0,43.0,10.0,0.0,2.0,0.0,25766.0,13302.689,0.0,0.845745,0.032644015,0.0,0.0,2.5029566,2.3502364,0,0.00020936981,0.04769110710500445,0.019202064738588164,LOW
10.085851,36.0,16.14,2,7.0,0,11.216122,2,3,19.55,96.0,13.0,7.0,0.0,2.0,0.0,19909.0,25567.143,0.0,0.899228,0.043996118,0.0,0.0,2.5027566,2.4056697,0,0.00021092889,0.024050007266793894,0.009746560244070564,LOW
9.615872,36.0,8.46,0,10.0,3,11.050906,1,3,21.7,18.5,25.0,20.0,0.0,0.0,0.0,9882.0,15489.223,0.0,0.87014335,0.02198656,0.0,0.0,2.4891398,2.3623502,0,1.2016304e-05,0.05239647120384064,0.020965798264315938,LOW
9.615872,36.0,7.21,0,1.0,0,12.128117,0,2,18.81,7.1,30.0,21.0,0.0,0.0,0.0,4052.0,15327.047,0.0,0.7928578,0.018737957,0.0,0.0,2.5747561,2.3623502,0,3.8918943e-06,0.06268922784611203,0.02507802627518656,LOW
9.210441,36.0,11.06,1,6.0,3,11.225257,0,3,16.46,18.4,20.0,12.0,0.0,1.0,0.0,6781.0,10296.842,0.0,0.82051045,0.027531749,0.0,0.0,2.503504,2.3234107,0,0.00027393628,0.01612550839593677,0.006614565130851404,LOW
9.392745,36.0,10.08,1,1.0,0,11.225257,0,8,22.48,42.4,23.0,7.0,0.0,2.0,1.0,8399.0,12397.114,0.0,0.83675104,0.025588885,0.0,0.0,2.503504,2.341108,0,0.0001101282,0.1045291273988952,0.04187772788149746,LOW
10.239996,36.0,6.11,0,6.0,1,11.289794,1,3,13.73,22.3,22.0,6.0,0.0,8.0,0.0,12668.0,28563.602,0.0,0.9070135,0.01690983,0.0,0.0,2.5087693,2.4194784,0,5.5400258e-05,0.0710448087044846,0.028451163639584554,LOW
10.463132,60.0,16.14,2,10.0,3,11.461642,1,3,19.91,82.2,15.0,9.0,0.0,0.0,0.0,58257.0,36379.996,0.0,0.9128824,0.027684418,0.0,0.0,2.5226552,2.439136,0,0.0017621623,0.05242351961378217,0.022026705302522424,LOW
8.517393,36.0,20.89,3,2.0,3,10.778977,1,8,21.08,52.3,8.0,6.0,0.0,0.0,2.0,14329.0,5156.0234,0.0,0.7901857,0.04808874,0.0,1.0,2.4663165,2.253121,0,0.00097096263,0.07302795412830937,0.029793759253795904,LOW
10.491302,36.0,8.46,0,10.0,3,11.695255,1,3,33.62,20.0,36.0,13.0,0.0,1.0,0.0,9337.0,36580.16,0.0,0.8970563,0.02398822,1.0,0.0,2.5412283,2.4415903,0,1.718985e-05,0.08755660439722714,0.03503295566891556,LOW
9.546884,36.0,13.56,2,1.0,3,10.59666,0,3,22.68,78.3,8.0,4.0,0.0,0.0,0.0,4931.0,14137.104,0.0,0.9009333,0.03498804,0.0,0.0,2.4507172,2.3558304,0,3.9380197e-05,0.028207390997118532,0.011306584518226696,LOW
9.615872,36.0,6.11,0,4.0,0,10.308986,0,4,16.68,9.3,11.0,6.0,0.0,2.0,0.0,2056.0,15002.675,0.0,0.932766,0.015879184,0.0,0.0,2.4255977,2.3623502,0,3.437293e-05,0.03098241812332517,0.012413591007576143,LOW
9.350189,60.0,27.27,4,10.0,0,11.225257,2,3,23.28,94.1,16.0,7.0,0.0,3.0,0.0,21269.0,11709.075,0.0,0.83295995,0.041799944,0.0,1.0,2.503504,2.337005,0,3.976531e-05,0.05067073590296366,0.020292153548607667,LOW
9.210441,36.0,6.11,0,8.0,0,11.156265,1,2,15.14,42.6,40.0,16.0,0.0,3.0,1.0,22561.0,10222.616,0.0,0.8255846,0.015209673,0.0,0.0,2.4978447,2.3234107,0,2.4336072e-05,0.016424126337598093,0.006584252178709413,LOW
8.188967,36.0,6.11,0,4.0,3,10.819798,0,3,29.07,19.1,16.0,6.0,0.0,0.0,0.0,4741.0,3676.4314,0.0,0.75685024,0.0135228615,0.0,0.0,2.469776,2.2180035,0,0.00013818924,0.041238515258908724,0.016578319649629757,LOW
10.126671,36.0,16.14,2,5.0,3,10.878066,1,8,27.69,25.7,19.0,12.0,0.0,0.0,0.0,9359.0,835.83,0.0,0.93092567,0.044174183,0.0,0.0,2.4746935,2.409345,1,0.9999988,0.11550155704640903,0.6461999314046842,HIGH
8.160804,36.0,6.11,0,6.0,0,11.002116,0,4,13.64,6.9,37.0,14.0,0.0,5.0,0.0,5217.0,3571.5127,0.0,0.7417486,0.013476355,0.0,0.0,2.485083,2.2149339,0,8.11113e-05,0.019829526520052317,0.00798047738938843,LOW
9.210441,36.0,16.91,2,10.0,0,11.156265,1,3,30.28,59.5,59.0,24.0,1.0,3.0,3.0,20066.0,10469.446,0.0,0.8255846,0.0420942,1.0,0.0,2.4978447,2.3234107,0,2.761224e-05,0.10830515020744819,0.04333862742755284,LOW
10.081676,60.0,11.55,1,10.0,0,10.915107,0,3,24.0,30.5,30.0,19.0,0.0,2.0,0.0,16930.0,24691.084,0.0,0.92364424,0.019089075,0.0,0.0,2.477807,2.405293,0,2.3661649e-05,0.03678266345612629,0.01472726237191899,LOW
10.59666,36.0,11.55,1,9.0,3,11.289794,1,3,19.34,18.4,36.0,6.0,1.0,1.0,0.0,7054.0,40946.652,0.0,0.9386052,0.033078764,0.0,0.0,2.5087693,2.4507172,0,6.324349e-05,0.1353155621685137,0.05416417096178594,LOW
8.517393,36.0,10.47,1,10.0,0,11.050906,0,7,29.22,24.7,26.0,13.0,1.0,1.0,0.0,7148.0,5190.3013,0.0,0.77074164,0.02410192,0.0,0.0,2.4891398,2.253121,0,0.00016305856,0.09546824786426315,0.038285134283854355,LOW
9.615872,60.0,13.56,2,10.0,0,10.71444,2,3,18.21,86.0,16.0,9.0,0.0,1.0,0.0,16028.0,15353.025,0.0,0.89746845,0.021375611,0.0,0.0,2.4608223,2.3623502,0,2.9337463e-05,0.03698800962603656,0.014812806329107048,LOW
9.259226,36.0,10.47,1,6.0,3,10.839601,0,2,30.89,43.8,41.0,13.0,1.0,1.0,0.0,17055.0,10812.75,0.0,0.8542036,0.026201107,1.0,0.0,2.4714499,2.3281775,0,0.00012826452,0.10212141567358989,0.04092552498989183,LOW
9.7981825,36.0,16.91,2,8.0,0,11.695255,1,2,14.88,69.1,26.0,12.0,1.0,5.0,0.0,15072.0,18758.09,0.0,0.83779126,0.044780344,0.0,0.0,2.5412283,2.3793778,0,3.128077e-05,0.07182305037492018,0.028747988613601096,LOW
8.853808,36.0,19.92,3,10.0,3,11.608245,0,3,29.76,81.8,23.0,12.0,0.0,1.0,0.0,28809.0,7242.7017,0.0,0.76271725,0.04766699,0.0,1.0,2.5343509,2.287858,0,9.736762e-05,0.0723814550948428,0.029011002611560272,LOW
9.259226,36.0,7.84,0,10.0,0,11.461642,0,3,16.78,44.3,35.0,13.0,0.0,3.0,0.0,31976.0,10601.822,0.0,0.8078446,0.019619549,0.0,0.0,2.5226552,2.3281775,0,2.8057731e-05,0.009339519746574284,0.003752642538239156,LOW
9.480444,36.0,26.31,4,8.0,0,12.278398,2,3,14.7,30.5,40.0,14.0,0.0,4.0,1.0,8198.0,13934.357,0.0,0.7721239,0.06741364,0.0,1.0,2.5861385,2.3495111,0,5.639985e-05,0.07664992895672246,0.030693811494027858,LOW
10.126671,36.0,7.21,0,6.0,0,11.429555,0,6,4.58,22.8,29.0,6.0,0.0,6.0,0.0,4971.0,25050.066,0.0,0.8860075,0.019733325,0.0,0.0,2.520077,2.409345,0,2.2986858e-05,0.06827927181721397,0.02732550084205464,LOW
8.47658,36.0,20.89,3,4.0,3,11.002116,2,7,18.74,13.3,15.0,9.0,0.0,0.0,0.0,1756.0,5113.192,0.0,0.7704499,0.04785831,0.0,1.0,2.485083,2.2488234,0,0.001098876,0.06872726896311178,0.028150233210992155,LOW
7.6014023,36.0,26.31,4,6.0,3,10.71444,1,3,9.17,36.4,12.0,5.0,1.0,1.0,0.0,2004.0,2152.1943,0.0,0.709454,0.054052133,0.0,1.0,2.4608223,2.1519253,0,0.00020308007,0.09378718319276767,0.03763672132365387,LOW
10.126671,60.0,30.75,5,2.0,0,11.184435,2,3,35.07,81.8,26.0,15.0,0.0,0.0,2.0,33778.0,25576.408,0.0,0.9054253,0.051048383,1.0,1.0,2.5001593,2.409345,0,0.003283835,0.13920438708933053,0.0576520559851452,LOW
9.047939,36.0,10.47,1,4.0,3,10.668979,0,2,3.38,31.6,6.0,3.0,0.0,0.0,0.0,8783.0,8759.598,0.0,0.8480605,0.025603222,0.0,0.0,2.456934,2.3073676,0,0.00044626708,0.012359700562690012,0.005211640471136794,LOW
9.205428,36.0,12.73,1,10.0,0,10.59666,2,3,36.09,33.4,27.0,12.0,0.0,4.0,1.0,17984.0,10455.146,0.0,0.8687104,0.03167165,1.0,0.0,2.4507172,2.3229198,0,3.6670546e-05,0.053528186229791566,0.021433276820394892,LOW
9.680407,60.0,14.47,2,1.0,1,11.461642,1,3,5.85,33.7,17.0,6.0,0.0,0.0,1.0,16329.0,16008.365,0.0,0.84459156,0.022963194,0.0,0.0,2.5226552,2.3684108,0,3.4687106e-05,0.029695280890315295,0.01189892461988206,LOW
7.0939717,36.0,20.89,3,6.0,1,11.512936,1,7,8.77,56.7,35.0,11.0,0.0,2.0,0.0,24422.0,1011.5856,0.0,0.61617404,0.040052183,0.0,1.0,2.526763,2.0911195,0,0.000620357,0.028455901978658122,0.011754575005175391,LOW
8.412055,36.0,11.55,1,2.0,3,10.412742,0,3,26.65,25.8,34.0,12.0,0.0,3.0,0.0,5525.0,4688.7993,0.0,0.8078616,0.026259253,0.0,0.0,2.4347305,2.2419913,0,0.00013493189,0.06071996417006023,0.024368944804563697,LOW
7.3138866,36.0,6.11,0,10.0,0,11.561726,0,9,17.2,25.5,32.0,21.0,0.0,2.0,0.0,22239.0,1505.8538,0.0,0.63259476,0.012077797,0.0,0.0,2.5306544,2.1179273,0,0.00019658037,0.06061425489024362,0.024363650183950498,LOW
10.341775,36.0,11.55,1,1.0,0,11.931643,1,2,23.46,82.0,21.0,15.0,0.0,1.0,0.0,31248.0,31612.14,0.0,0.86675197,0.03228311,0.0,0.0,2.5596771,2.4284928,0,0.0012817181,0.04649405915782162,0.019366654606175905,LOW
9.7981825,60.0,10.08,1,2.0,0,11.608245,0,4,19.37,12.9,20.0,9.0,0.0,4.0,0.0,6312.0,18378.482,0.0,0.844071,0.016191095,0.0,0.0,2.5343509,2.3793778,0,4.5986444e-06,0.04739723912011072,0.01896165483487175,LOW
9.210441,36.0,18.94,3,10.0,0,11.695255,2,3,26.64,61.3,40.0,22.0,0.0,1.0,2.0,34672.0,10336.697,0.0,0.7875365,0.047147498,0.0,1.0,2.5412283,2.3234107,0,4.125199e-05,0.05701281111725671,0.022829875643081525,LOW
10.085851,36.0,14.47,2,2.0,0,11.407576,2,2,21.65,71.7,23.0,19.0,0.0,1.0,0.0,44915.0,25153.15,0.0,0.8841362,0.039443854,0.0,0.0,2.5183072,2.4056697,0,0.0002774664,0.06197909561185238,0.024958118092134884,LOW
9.392745,36.0,6.11,0,10.0,1,11.512936,0,3,2.8,47.5,32.0,11.0,0.0,0.0,0.0,10643.0,12194.94,0.0,0.8158428,0.015510723,0.0,0.0,2.526763,2.341108,0,1.0686691e-05,0.03402669322619136,0.013617089305431094,LOW
9.903538,36.0,7.84,0,10.0,0,11.9953575,0,2,33.9,78.5,41.0,14.0,0.0,1.0,0.0,45380.0,20501.455,0.0,0.8256142,0.020984793,1.0,0.0,2.5645921,2.3890872,0,8.478448e-06,0.08694506373716979,0.034783112563852636,LOW
7.0939717,36.0,23.4,4,5.0,1,11.184435,0,5,2.47,75.4,12.0,3.0,0.0,2.0,0.0,754.0,1025.7836,0.0,0.6342718,0.04486458,0.0,1.0,2.5001593,2.0911195,0,0.0005198385,0.05295989657496563,0.021495861732542497,LOW
9.546884,36.0,11.55,1,6.0,0,9.964818,2,3,43.25,41.6,15.0,11.0,1.0,1.0,0.0,13075.0,14378.488,0.0,0.9580591,0.02980176,1.0,0.0,2.3946917,2.3558304,0,8.297804e-05,0.0951328560806211,0.03810292925997916,LOW
10.59666,60.0,15.02,2,10.0,0,11.711784,1,3,15.02,83.9,12.0,8.0,0.0,2.0,0.0,43627.0,41751.527,0.0,0.9047861,0.026092103,0.0,0.0,2.5425296,2.4507172,0,0.008818466,0.020359874382194446,0.013435029855202264,LOW
8.517393,36.0,16.14,2,1.0,3,10.878066,0,1,2.42,50.2,11.0,8.0,0.0,0.0,0.0,6980.0,5296.0967,0.0,0.78298783,0.03715425,0.0,0.0,2.4746935,2.253121,0,0.00037471147,0.04105229806460324,0.01664574611239275,LOW
9.903538,36.0,7.84,0,6.0,0,11.75339,0,2,12.97,51.3,22.0,8.0,0.0,3.0,0.0,11747.0,20348.307,0.0,0.84261113,0.020984793,0.0,0.0,2.545797,2.3890872,0,7.585607e-06,0.009805586192200537,0.003926785841207414,LOW
9.615872,36.0,12.73,1,9.0,0,11.350418,1,3,12.47,21.1,32.0,23.0,0.0,1.0,3.0,18025.0,15294.471,0.0,0.84718215,0.033083797,0.0,0.0,2.51369,2.3623502,0,0.000117955744,0.055897707032165435,0.02242985626358211,LOW
